Bank_Code,Bank_Name,Branch_Code,Branch_Name,Branch_Address,City,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",63,קריון,דרך עכו 192 5964101,קריית ביאליק,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",45,שוק ההון,אחד העם 21 7526724,תל אביב -יפו,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",51,תל אביב,אחד העם 21 7526724,תל אביב -יפו,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",76,אלעד,יהודה הנשיא 94 6713806,אלעד,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",52,חיפה,נתנזון 26 5151201,חיפה,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",94,כרמיאל,דרך עכו 192 5964101,קריית ביאליק,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",92,נתניה,הרצל 45 7860105,נתניה,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",36,מודיעין עילית,אבני נזר 18 7728511,מודיעין עילית,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",25,נתיבות,המסגר 1 ,נתיבות,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",30,בנקאות פרטית,אגרון 30 7019900,ירושלים,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",77,סניף מרכזי,אגרון 30 7019900,ירושלים,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",38,בית שמש,שמגר 21 5832105,ירושלים,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",39,ביתר עלית,שמגר 21 5832105,ירושלים,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",40,בית שמש,יצחק רבין 2 9055702,בית שמש,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",65,אום אל פאחם,מרג' אבן עאמר 2 2723206,אום אל-פחם,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",64,סכנין,מרג' אבן עמאר 2 2723206,אום אל-פחם,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",97,עירון,קניון SEVEN 0 קניון SEVEN,אום אל-פחם,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",1,משרד ראשי,הנגב 2 3081000,לוד,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",31,האגף העסקי,הנגב 2 3081000,לוד,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",53,ראשון לציון,הרצל 63 1620702,ראשון לציון,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",96,כרמיאל,מעלה כמון 5 9781608,כרמיאל,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",79,אור יהודה,ז'בוטינסקי 9 9214905,בני ברק,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",93,פתח תקווה,ז'בוטינסקי 9 9214905,בני ברק,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",41,ביתר עילית,ישמח ישראל 1 5832105,ביתר עילית,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",98,סחנין,סחנין מול 0 4082414,סח'נין,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",22,פריפייד מנפיק,הנגב 2 3081000,לוד,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",26,גאולה-רוממה,שמגר 21 5832105,ירושלים,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",37,פסגת זאב,שמגר 21 5832105,ירושלים,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",50,ירושלים ראשי,אגרון 30 7019900,ירושלים,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",60,בית שמש,אגרון 30 7019900,ירושלים,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",95,דלית אל כרמל,נתנזון 26 5151201,חיפה,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",54,עכו,דרך עכו 192 5964101,קריית ביאליק,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",62,תרשיחא,דרך עכו 192 5964101,קריית ביאליק,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",61,אשדוד,שדרות ירושלים 12 9446124,חצור-אשדוד,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",66,אשקלון,שדרות ירושלים 12 9446124,חצור-אשדוד,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",68,בת ים,הרצל 63 1620702,ראשון לציון,,,,,,,,,,,,,,,,
54,"בנק ירושלים בע""מ",67,חולון,הרצל 63 1620702,ראשון לציון,,,,,,,,,,,,,,,,
99,בנק ישראל,1,ירושלים,בנק ישראל  קרית בן גוריון,ירושלים,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",841,כפר ערערה,הרחוב הראשי 0 ,ערערה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",613,קלנסואה,אל קודס 0 ,קלנסווה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",105,שלוחת ביתר עילית,"הר""ן 14 ",ביתר עילית,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",867,כפר יאסיף,הרחוב הראשי 0 ,כפר יאסיף,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",885,טירת הכרמל,הרצל 30 המרכז המסחרי,טירת כרמל,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",923,דימונה,המרכז המסחרי 0 ,דימונה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",895,קרית טבעון,ככר בן גוריון 0 ,קריית טבעון,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",676,אור יהודה,אליהו סעדון קניון קניאור 120 ,אור יהודה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",706,פרדסיה,הדקל 52 ,תל מונד,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",835,תל מונד,הדקל 52 ,תל מונד,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",977,בית ג'אן,בכניסה לכפר 0 ,בית ג'ן,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",984,מעאר,בכניסה לכפר 0 ,מגאר,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",698,עסקים ספיר,מרכז מסחרי ספיר 0 צומת כוכב יאיר צור יגאל,כוכב יאיר,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",862,דיר אל אסד-בענה,מרכז הכפר 0 על כביש בענה דיר אל אסד,בענה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",778,ג'וליס,כניסה לכפר 0 ,ג'ולס,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",884,עסקים ג'וליס,כניסה לכפר 0 ,ג'ולס,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",761,גוש חלב,מרכז הכפר 0 ,ג'ש (גוש חלב),,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",979,דבוריה,"הכביש הראשי, כניסה לכפר 0 ",דבורייה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",981,דאלית אל כרמל-עוספייה,אחד 66 ,דאלית אל-כרמל,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",722,חרפיש,מרכז הכפר 0 ,חורפיש,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",791,טורעאן,מרכז הכפר 0 ,טורעאן,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",713,יפיע,כביש ראשי חיפה - נצרת 40 ,יפיע,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",871,ירכא,גאיה סנטר 0 ככר הרפואה,ירכא,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",615,כאבול,הכניסה לכפר 0 ,כאבול,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",692,גבעת שמואל,נתניהו 23 גבעת שמואל,גבעת שמואל,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",634,פסגת זאב,"שדרות משה דיין 106 קניון הפסגה, פסגת זאב",ירושלים,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",920,ככר ציון,יפו 47 ככר ציון,ירושלים,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",918,מזרח ירושלים,עלי אבן אבו טאלב 3 ,ירושלים,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",892,הגליל,הגליל 76 נוה-שאנן,חיפה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",878,הדר,הרצל 33 ,חיפה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",720,טשרניחובסקי,טשרניחובסקי 2 כרמל צרפתי,חיפה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",883,הוואדי,המגינים 53 ,חיפה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",962,נהריה,ויצמן 64 ,נהרייה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",966,בית שאן,שאול המלך 81 ,בית שאן,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",874,קרית ביאליק,שדרות ירושלים 18 ,קריית ביאליק,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",809,היכל התרבות,מרמורק 4 ,תל אביב -יפו,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",810,ככר המושבות,אלנבי 119 ,תל אביב -יפו,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",622,צמרת,נסים אלוני 10 ,תל אביב -יפו,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",807,טרומפלדור,בן יהודה 29 ,תל אביב -יפו,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",603,ככר המדינה,ה' באייר 76 ,תל אביב -יפו,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",852,רמת יצחק,שדרות ירושלים 29-31 ,רמת גן,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",708,שחקים,היצירה 3 ,רמת גן,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",836,שיכון הותיקים,"רש""י 33 ",רמת גן,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",772,בועיינה נוג'ידאת,מרכז הכפר בועיינה נוג'ידאת 0 ,בועיינה-נוג'ידאת,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",934,ראשון לציון מרכז,הרצל 65 ,ראשון לציון,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",667,אורנית,הערבה 1 ,אורנית,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",961,כרמיאל,החרושת 9 מרכז ניצנים,כרמיאל,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",916,בית שמש,יגאל אלון 6 ,בית שמש,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",976,קרית שמונה,"ככר צה""ל 0 המרכז המסחרי",קריית שמונה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",617,מרכז אמידים,הגליל 16 ,נצרת,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",782,ספאפרה,"כביש הרכס , בניין 5000/15 שכונת ספאפרה 0 ",נצרת,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",840,נצרת,הגליל 16 ,נצרת,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",786,כיכר השבטים,שבט לוי 16 ,אשדוד,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",930,רחובות,הרצל 200 ,רחובות,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",799,בנקאות פרטית רחובות,ויצמן 2 צמוד לסניף רחובות/הרצל 2,רחובות,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",714,כפר סבא הירוקה,רפפורט 3 ,כפר סבא,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",683,כוכב יאיר,ויצמן 139 ,כפר סבא,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",946,כפר סבא,ויצמן 139 ,כפר סבא,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",828,עסקים פסגת השרון,הטחנה 1 מגדל מניבים קומה 4,כפר סבא,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",938,קריית שדה התעופה,"רחוב הערבה (בית מוטורולה), איירפורט סיטי - ",לוד,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",937,לוד,שדרות דוד המלך 0 ככר קומנדו,לוד,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",800,מרכזי,אבא הלל סילבר 3 קרית שירותי בלל,לוד,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",281,"מרכז החתמת משכנתא קש""ב לוד","יודפת 1 קש""ב לוד",לוד,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",693,עסקים איילון,"רחוב הערבה (בית מוטורולה), איירפורט סיטי 0 אירפורט סיטי",לוד,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",640,מוקד חשבונות ללא קשר,אבא הלל סילבר 3 קרית שירותי בלל,לוד,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",925,עסקים אשקלון,"צה""ל 99 בית אביאל קומה 3",אשקלון,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",926,אפרידר אשקלון,הנשיא 3 ,אשקלון,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",933,נס ציונה,רוטשילד 0 פינת ויצמן,נס ציונה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",873,סכנין,כביש ראשי סכנין עראבה 0 ,סח'נין,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",960,עכו,החרושת 2 קניון עזריאלי,עכו,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",672,עסקים עפולה,מנחם בגין 72 קומה 2,עפולה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",745,מרכז עסקים העמקים,מנחם בגין 72 קומה 2,עפולה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",965,עפולה,מנחם בגין 72 ,עפולה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",954,פרדס חנה,שדרות הדקלים 119 ,פרדס חנה-כרכור,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",670,עסקים קרית אריה,ז'בוטינסקי 110 ,פתח תקווה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",703,כפר גנים,העצמאות 65 ,פתח תקווה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",707,מרכז עסקים אפק,סוטין 4 אזור תעשיה סגולה,פתח תקווה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",709,עסקים פתח תקווה,יצחק רבין 1 בנין גלובל טאוורס,פתח תקווה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",940,פתח תקוה,יצחק רבין 1 בנין גלובל טאוורס,פתח תקווה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",746,מרכז קופות פתח תקוה,רוטשילד 57 ,פתח תקווה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",975,צפת,הגדוד השלישי 2 ,צפת,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",705,קרית מוצקין,שדרות משה גושן 90 ,קריית מוצקין,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",900,קרית ים,שדרות משה גושן 90 ,קריית מוצקין,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",637,הבאר,מורשת ישראל 15 קניון הבאר נאות שקמה,ראשון לציון,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",701,לאומי טוטאל דיגיטל,טוליפמן 7 ,ראשון לציון,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",669,היקב ראשון לציון,"זד""ל 7 ",ראשון לציון,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",671,עסקים ראשון לציון,משה לוי 11 אזור תעשיה,ראשון לציון,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",678,לאומי וי איי פי,טוליפמן 7 ,ראשון לציון,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",944,מערב ראשון,גולדה מאיר 1 ,ראשון לציון,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",978,מרכז עסקים ראשון,משה לוי 11 בניין UMI קומה 11,ראשון לציון,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",691,צאלון,צאלון 21 מודיעין,מודיעין-מכבים-רעות*,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",680,מודיעין,הרכבת 2 ,מודיעין-מכבים-רעות*,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",846,כפר קרע,מרכז כפר קרע 0 ,כפר קרע,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",435,שלוחת חריש,דרך ארץ 46 ,חריש,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",723,אכסאל,רח' ראשי אכסאל 1 ,אכסאל,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",704,באר יעקב,אפרים קישון 9 מרכז אלמוג תלמי מנשה,באר יעקב,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",639,עסקים קיסריה,תרשיש 5 אזור תעשיה קיסריה,קיסריה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",972,נוף הגליל,מנחם אריאב 18 קניון מול הרים,נוף הגליל                ,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",973,מעלות תרשיחא,דרך האלוף עוזי נרקיס 1 ,מעלות-תרשיחא,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",641,מעלות,דרך האלוף עוזי נרקיס 1 ,מעלות-תרשיחא,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",928,גדרה,הבילויים 30 ,גדרה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",758,ערד,חן 4 המרכז המסחרי,ערד,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",999,אילת,שד' התמרים 0 מרכז מסחרי,אילת,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",164,שלוחת רמת בית שמש,נחל זהר 3 ,בית שמש,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",958,הרצליה פתוח,ככר דה שליט - ,הרצלייה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",953,חדרה,"התרנ""א 20 מתחם ויוה סנטר",חדרה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",657,קרית שרת,"קרן היסוד 1 מרכז מסחרי, קרית שרת",חולון,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",970,טבריה,הרב חיים סמאג'א 12 ,טבריה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",897,קרית אתא,העצמאות 66 ,קריית אתא,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",795,פקיעין,כביש ראשי כיכר פקיעין מערבי 0 ,פקיעין (בוקייעה),,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",945,ראמה,כביש ראמה-סאג'ור 0 ,ראמה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",995,פרדיס,הרחוב הראשי 0 ,פוריידיס,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",796,ריינה - משהד,כביש ראשי 0 ,ריינה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",757,ג'לג'וליה,הרחוב הראשי 5333 60 ,ג'לג'וליה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",787,ג'ת,אלשאפעי - פינת ביר אלבום 0 ,ג'ת,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",652,כפר קאסם,עלי בן אבו טאלב 0 עלי בן אבו טאלב פינת חאלד בן אל ואליד,כפר קאסם,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",906,עסקים עירון,הרחוב הראשי 0 ,ערערה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",877,קרית אליעזר,שדרות פל ים 7 בנכס סניף מגדל חיפה 879,חיפה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",879,חיפה,שדרות פל ים 7 ,חיפה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",880,חורב,חורב 14 אחוזה,חיפה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",881,מרכז קופות חיפה,הרצל 63 הרצל 63 א,חיפה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",702,עסקים מבואות חיפה,פלימן 4 בנכס סניף קניון חיפה לשעבר,חיפה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",715,בנקאות פרטית חורב,חורב 14 אחוזה,חיפה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",716,שלוחת קניון חיפה,פלימן 4 ,חיפה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",509,משכנתאות הנביאים,חורי 2 מגדל הנביאים,חיפה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",685,בנקאות פרטית חיפה,שד' הנשיא 107 מרכז פנורמה,חיפה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",882,נווה שאנן,גלבוע 36 ,חיפה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",891,הכרמל,שדרות הנשיא 123 הר הכרמל,חיפה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",635,דניה,חורב 14 אחוזה,חיפה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",752,מעלה אדומים,קדם 5 קניון מעלה אדומים (קומה 3),מעלה אדומים,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",263,משכנתאות קרני שומרון,הגפן 1 ,קרני שומרון,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",956,זכרון יעקב,הנדיב 11 ,זכרון יעקב,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",837,יהוד,דרך העצמאות 54 ,יהוד-מונוסון,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",876,מרכז עסקים חיפה,דרך עכו 194 ,קריית ביאליק,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",719,קרית ביאליק,קרן היסוד 64 ,קריית ביאליק,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",725,עסקים פארק המדע,"פרופסור אברהם פצ'ורניק 19 פרויקט יובלים בניין A, קומה 6",נס ציונה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",964,עסקים נצרת,איכסל 9 ,נצרת,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",717,עסקים נתניה,הצורן 4 בנין 10 קומה 5,נתניה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",648,עסקים נתניה,הצורן 4 בנין 10 קומה 4,נתניה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",681,רמת פולג,זלמן שזר 10 ,נתניה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",952,נתניה,שטמפפר 9 ,נתניה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",744,מרכז עסקים השרון,הצורן 4 בנין 10 קומה 5,נתניה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",974,מרכז שירות השרון,שטמפפר 9 ,נתניה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",621,מודיעין עילית,שד' יחזקאל 2 ,מודיעין עילית,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",957,אבן יהודה,המייסדים 64 ,אבן יהודה,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",729,יקנעם,התמר 2 קניון דרכים,יקנעם עילית,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",790,נתיבות,בעלי מלאכה 5 צים סנטר,נתיבות,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",932,אשדוד,שבי ציון 3 מרכז מסחרי א',אשדוד,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",376,"שלוחת רשב""י","רשב""י 15 רובע ז'",אשדוד,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",662,סיטי אשדוד,שדרות הציונות 13 ,אשדוד,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",963,מרכז שירות אשדוד,שבי ציון 3 מרכז מסחרי א',אשדוד,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",618,מרכז עסקים לכיש,"צה""ל 3 ",אשדוד,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",687,בנקאות פרטית ירושלים,דוד המלך 19 ,ירושלים,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",785,תלפיות,דרך חברון 101 ,ירושלים,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",905,רמות אשכול,פארן 15 המרכז המסחרי,ירושלים,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",911,גאולה,מלכי ישראל 30 מתחם קארדו,ירושלים,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",912,רחביה,"רמב""ן 21 ",ירושלים,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",915,קרית היובל,אורוגואי 1 אורוגואי 1,ירושלים,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",784,גילה,צביה ויצחק 800 מרכז מסחרי שכ' גילה,ירושלים,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",797,גבעת אורנים,עגנון 20 ,ירושלים,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",798,רמות,גולדה מאיר 1 קניון רמות,ירושלים,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",904,שער העיר,יפו 206 ,ירושלים,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",501,משכנתאות כיכר השבת,מאה שערים 2 ככר השבת,ירושלים,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",780,בנקאות פרטית בינלאומית ירושלים,דוד המלך 19 ,ירושלים,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",661,מרכז שירות ירושלים,יפו 208 בסמוך לסניף שער העיר,ירושלים,,,,,,,,,,,,,,,,
10,"בנק לאומי לישראל בע""מ",901,מרכז עסקים ירושלים,הר חוצבים 1 קריית המדע,ירושלים,,,,,,,,,,,,,,,,
